-55.1199760000000	-20.0425830000000	9.26549820000000
-36.0639000000000	-23.7608930000000	0.728753030000000
-16.0913370000000	-19.2479590000000	-4.81830070000000
15.4050260000000	-19.1353490000000	-5.54768660000000
35.4269750000000	-23.3949600000000	-0.720136230000000
54.4413220000000	-19.5296100000000	7.50984000000000
-45.9189300000000	0.570106390000000	5.00845860000000
-18.5672740000000	1.87615780000000	-0.0870856420000000
19.2185540000000	2.11073450000000	-0.110125390000000
45.9701840000000	0.671661260000000	4.28201870000000
-18.8383200000000	40.6377790000000	-8.96802620000000
0.102908830000000	47.0601810000000	-15.3461590000000
19.2440450000000	41.0716250000000	-8.78937150000000
0.280321930000000	62.4372220000000	-14.0781120000000
0.295113470000000	71.2905200000000	-12.2051410000000
0.178925720000000	81.1921310000000	-11.5306380000000
-32.2462040000000	-2.73430400000000e-06	1.43103760000000e-06
32.2462120000000	-2.71543260000000e-06	1.47307650000000e-06
-0.393499640000000	33.9113660000000	-21.3970640000000
-23.9587060000000	72.2165150000000	0.314607980000000
24.4262730000000	72.0572280000000	-0.314598620000000

444.963900000000	203.439600000000
445.093200000000	205.134100000000
444.159900000000	206.514600000000
447.642100000000	207.561100000000
457.300300000000	208.527700000000
468.232000000000	214.503900000000
443.422900000000	220.752000000000
444.431000000000	222.945000000000
452.958800000000	227.616000000000
464.050000000000	230.028000000000
423.289400000000	258.213000000000
432.440600000000	265.409000000000
442.742900000000	262.585000000000
430.786800000000	276.878000000000
431.181300000000	286.866000000000
431.004900000000	297.214000000000
443.853400000000	222.072000000000
457.082000000000	228.419000000000
423.954300000000	253.167000000000
434.671200000000	285.710000000000
447.233700000000	290.635000000000

312.914000000000	82.8232000000000
332.733000000000	85.8278000000000
348.926000000000	91.9491000000000
364.921000000000	93.5363000000000
372.699000000000	90.0181000000000
378.209000000000	86.7211000000000
313.862000000000	98.0127000000000
333.290000000000	102.212000000000
355.834000000000	103.272000000000
364.405000000000	101.379000000000
319.731000000000	133.602000000000
331.934000000000	144.645000000000
347.972000000000	143.384000000000
323.027000000000	151.133000000000
318.324000000000	156.543000000000
312.870000000000	163.397000000000
323.990000000000	101.823000000000
360.150000000000	103.176000000000
346.616000000000	141.085000000000
295.006000000000	146.603000000000
323.828000000000	152.583000000000
